PWSID,Supply Name,Population,2021,2022,2023,2024,2025,Total Replaced,Lead Lines,GPCL,Unknown,Total To Replace,Percent Replaced,Non-Lead,Total Lines,Exceedance,Latitude,Longitude,EPA_Link,Status Explanation,Status
MI0005351,PINEVIEW HOMES,25,,,,,,,,,,,,10,10,,43.911483,-85.25032885,https://echo.epa.gov/detailed-facility-report?fid=MI0005351&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040464,PINEWOOD ON THE LAKE MHP,950,,,,,,,,,,,,359,359,,42.83973505,-82.6491076,https://echo.epa.gov/detailed-facility-report?fid=MI0040464&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005355,PIRATES COVE CONDOMINIUMS,38,,,,,,,,,,,,19,19,,44.36184308,-86.19261823,https://echo.epa.gov/detailed-facility-report?fid=MI0005355&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005360,PITTSFIELD TOWNSHIP,"24,500",,,,,,,,,,,,"7,785","7,785",,42.21715112,-83.72091804,https://echo.epa.gov/detailed-facility-report?fid=MI0005360&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005370,PLAINFIELD TOWNSHIP,"42,271",,,,,,,,,,,,"12,460","12,460",,43.05300654,-85.64518601,https://echo.epa.gov/detailed-facility-report?fid=MI0005370&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005380,PLAINWELL,"3,998",,,,,,,,,,,,"1,421","1,421",,42.44226227,-85.64189983,https://echo.epa.gov/detailed-facility-report?fid=MI0005380&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0060695,PLAINWELL PINES H C F,58,,,,,,,,,,,,1,1,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0040167,PLEASANT BEACH MOBILE HOME RESORT,250,,,,,,,,,,,,116,116,,43.84372716,-84.33660677,https://echo.epa.gov/detailed-facility-report?fid=MI0040167&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040504,PLEASANT LAKE PARK LLC,60,,,,,,,,,,,,24,24,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0005390,PLEASANT RIDGE,"2,872",33,3,1,72,63,172,646,,,646,21.0%,503,"1,149",,42.4712194,-83.14449109,https://echo.epa.gov/detailed-facility-report?fid=MI0005390&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005397,PLUM CREEK SUB,102,,,,,,,,,,,,45,45,,42.75990965,-83.19417699,https://echo.epa.gov/detailed-facility-report?fid=MI0005397&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005400,PLYMOUTH,"9,132",9,1,8,26,8,52,173,109,414,696,7.0%,"2,920","3,616",,42.36293958,-83.52708101,https://echo.epa.gov/detailed-facility-report?fid=MI0005400&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005420,PLYMOUTH TOWNSHIP,"27,524",3,3,1,16,1,24,5,6,,11,68.6%,"10,105","10,116",,42.36804257,-83.46569016,https://echo.epa.gov/detailed-facility-report?fid=MI0005420&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0005425,POINT NIPIGON RESORT,173,,,,,,,,,,,,69,69,,45.69185997,-84.54391191,https://echo.epa.gov/detailed-facility-report?fid=MI0005425&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005430,POINTE AUX BARQUES TOWNSHIP,178,,,,,,,,,,,,74,74,,44.06188467,-82.95692196,https://echo.epa.gov/detailed-facility-report?fid=MI0005430&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005427,POLKTON TOWNSHIP,135,,,,,,,,,33,33,0%,15,48,,,,," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005440,PONTIAC,"63,600",146,133,258,314,533,1384,101,"1,036","9,609","10,746",11.4%,"8,759","19,505",,42.64931975,-83.28889453,https://echo.epa.gov/detailed-facility-report?fid=MI0005440&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005460,PORT AUSTIN AREA SEWER & WATER,"1,004",,,,,,,,,,,,736,736,,44.04395025,-82.99466503,https://echo.epa.gov/detailed-facility-report?fid=MI0005460&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005475,PORT HOPEGORERUBICON U. A.,"1,058",,,,,,,,,,,,612,612,,43.93975372,-82.71446387,https://echo.epa.gov/detailed-facility-report?fid=MI0005475&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005490,PORT HURON TOWNSHIP,"10,654",1,,,1,2,4,1,11,380,392,1.0%,744,"1,136",,42.98395858,-82.49386054,https://echo.epa.gov/detailed-facility-report?fid=MI0005490&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005480,"PORT HURON, CITY OF","33,800",4,7,61,22,40,134,339,311,"9,323","9,973",1.3%,"2,387","12,360",,42.98758234,-82.45040432,https://echo.epa.gov/detailed-facility-report?fid=MI0005480&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0040491,PORT OF CALL  WEST,105,,,,,,,,,,,,61,61,,42.34748304,-86.21035961,https://echo.epa.gov/detailed-facility-report?fid=MI0040491&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005500,"PORT SANILAC, VILLAGE OF",623,,,,,,,,,,,,448,448,,43.43871574,-82.54587274,https://echo.epa.gov/detailed-facility-report?fid=MI0005500&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006026,PORT SHELDON TOWNSHIP,407,,,,,,,,,147,147,0%,88,235,,,,," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005520,PORTAGE,"46,292",,,,,,,,,,,,"14,801","14,801",,42.20852852,-85.59569359,https://echo.epa.gov/detailed-facility-report?fid=MI0005520&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005527,PORTAGE POINT INN,125,,,,,,,,,,,,51,51,,44.3727406,-86.25645854,https://echo.epa.gov/detailed-facility-report?fid=MI0005527&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040253,PORTAGE TERRACE,202,,,,,,,,,,,,82,82,,42.11144849,-85.63314486,https://echo.epa.gov/detailed-facility-report?fid=MI0040253&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0003330,PORTAGE TOWNSHIP,"1,214",,,,,,,,,269,269,0%,274,543,,47.09300868,-88.59548469,https://echo.epa.gov/detailed-facility-report?fid=MI0003330&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005530,PORTLAND,"3,883",,1,,103,13,117,,359,268,627,15.7%,"1,081","1,708",,42.87307951,-84.90560197,https://echo.epa.gov/detailed-facility-report?fid=MI0005530&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005540,PORTSMOUTH TOWNSHIP,535,,,,,,,,,,,,225,225,,43.55890756,-83.89580783,https://echo.epa.gov/detailed-facility-report?fid=MI0005540&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005543,"POSEN, VILLAGE OF",234,,,,,,,,,,,,120,120,,45.26393042,-83.70039042,https://echo.epa.gov/detailed-facility-report?fid=MI0005543&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005550,"POTTERVILLE, CITY OF","2,617",,,,,,,,,,,,737,737,,42.63035488,-84.74339438,https://echo.epa.gov/detailed-facility-report?fid=MI0005550&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000700,POWELL TOWNSHIP,300,,,,,,,,,27,27,0%,88,115,,46.81972348,-87.73134256,https://echo.epa.gov/detailed-facility-report?fid=MI0000700&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005563,POWERSSPALDING WATER AUTHORITY,459,,,,,,,,,,,,169,169,,45.69498388,-87.51309906,https://echo.epa.gov/detailed-facility-report?fid=MI0005563&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005566,PRAIRIE VILLAGE APARTMENTS,38,,,,,,,,,,,,6,6,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0002619,PRENTIS ESTATES APARTMENTS,500,,,,,,,,,,,,2,2,,42.58244027,-83.87406754,https://echo.epa.gov/detailed-facility-report?fid=MI0002619&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005570,PRESCOTTHIDDEN CREEK MANOR,38,,,,,,,,,,,,3,3,,44.22776385,-84.04230527,https://echo.epa.gov/detailed-facility-report?fid=MI0005570&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005575,PRESQUE ISLE HARBOR WATER CO.,845,,,,,,,,,29,29,0%,309,338,,45.29628548,-83.49642958,https://echo.epa.gov/detailed-facility-report?fid=MI0005575&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0040490,PROSPECT MANOR MHC,94,,,,,,,,,,,,52,52,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0040456,QUIET COVE TRAILER PARK,70,,,,,,,,,,,,44,,,42.80986662,-84.32473434,https://echo.epa.gov/detailed-facility-report?fid=MI0040456&sys=SDWIS,Inventory not received or data not complete,Inventory not received or incomplete
MI0005580,QUINCY,"1,544",,,32,,4,36,,50,18,68,34.6%,697,766,,41.94238531,-84.88351236,https://echo.epa.gov/detailed-facility-report?fid=MI0005580&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0005590,QUINNESEC,"1,200",3,,19,5,2,29,101,79,,180,13.9%,330,510,,45.80152914,-87.99569932,https://echo.epa.gov/detailed-facility-report?fid=MI0005590&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0040021,RABBIT RIVER ESTATES,255,,,,,,,,,,,,100,100,,42.67199771,-85.62085403,https://echo.epa.gov/detailed-facility-report?fid=MI0040021&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005607,RAPID RIVER MEADOWS,46,,,,,,,,,,,,20,20,,44.85715397,-85.1093853,https://echo.epa.gov/detailed-facility-report?fid=MI0005607&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005610,RAVENNA,"1,219",,,,,,,,,,,,574,574,,43.18866977,-85.94199476,https://echo.epa.gov/detailed-facility-report?fid=MI0005610&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005620,READING,"1,078",,,4,,66,70,,46,,46,60.3%,481,527,,41.84031923,-84.7447699,https://echo.epa.gov/detailed-facility-report?fid=MI0005620&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005640,REDFORD TOWNSHIP,"49,504",,12,109,30,102,253,94,,"4,922","5,016",4.8%,"15,310","20,326",2024,42.39419966,-83.29256899,https://echo.epa.gov/detailed-facility-report?fid=MI0005640&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005650,"REED CITY, CITY OF","2,425",24,34,54,100,214,426,66,192,,258,62.3%,672,930,,43.87214106,-85.5102875,https://echo.epa.gov/detailed-facility-report?fid=MI0005650&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0067101,REGENCY AT WHITMORE LAKE,190,,,,,,,,,,,,125,125,,42.39919225,-83.75612463,https://echo.epa.gov/detailed-facility-report?fid=MI0067101&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005655,REMUS APARTMENT COMPANY,100,,,,,,,,,,,,2,2,,43.55223833,-85.10782727,https://echo.epa.gov/detailed-facility-report?fid=MI0005655&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005660,REPUBLIC TOWNSHIP,700,,,,4,,4,,5,69,74,5.1%,250,324,,46.37992565,-87.97596504,https://echo.epa.gov/detailed-facility-report?fid=MI0005660&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0000048,RICHLYN MANOR,192,,,,,,,,,,,,95,95,,41.91830304,-84.06798104,https://echo.epa.gov/detailed-facility-report?fid=MI0000048&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005160,RICHMOND TOWNSHIP,489,,,,,,,,,,,,210,,,46.43999879,-87.59182043,https://echo.epa.gov/detailed-facility-report?fid=MI0005160&sys=SDWIS,Inventory not received or data not complete,Inventory not received or incomplete
MI0005670,"RICHMOND, CITY OF","5,733",,,,1,,1,,81,323,404,0.2%,"2,204","2,608",,42.8085788,-82.75356279,https://echo.epa.gov/detailed-facility-report?fid=MI0005670&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0000838,RIDGE VALLEY OF MILFORD,220,,,,,,,,,,,,138,138,,42.55537667,-83.37539452,https://echo.epa.gov/detailed-facility-report?fid=MI0000838&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005673,RIDGEWAY,31,,,,,,,,,,,,2,2,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0040671,RIDGEWOOD MOBILE HOME PARK INC,"1,030",,,,,,,,,,,,455,455,,42.60417745,-83.65123817,https://echo.epa.gov/detailed-facility-report?fid=MI0040671&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005675,RIGA TOWNSHIP,266,,,,,,,,,,,,132,132,,41.79118236,-83.75269261,https://echo.epa.gov/detailed-facility-report?fid=MI0005675&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040663,RIVER RIDGE  SALINE,720,,,,,,,,,,,,288,288,,42.16140897,-83.90097652,https://echo.epa.gov/detailed-facility-report?fid=MI0040663&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005690,RIVER ROUGE,"7,224",,,97,139,241,477,155,,"2,481","2,636",15.3%,371,"3,007",2025,42.26759926,-83.13998586,https://echo.epa.gov/detailed-facility-report?fid=MI0005690&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005692,RIVERBROOKE HOME OWNERS ASSOCIATION,37,,,,,,,,,,,,16,16,,41.81450021,-85.99745271,https://echo.epa.gov/detailed-facility-report?fid=MI0005692&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004095,RIVERFRONT CONDOS OF NILES,90,,,,,,,,,,,,4,4,,41.91264651,-86.20838706,https://echo.epa.gov/detailed-facility-report?fid=MI0004095&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040515,RIVERSBEND MOBILE HOME PARK,180,,,,,,,,,,,,51,51,,45.85664224,-88.084549,https://echo.epa.gov/detailed-facility-report?fid=MI0040515&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040030,RIVERSIDE ESTATES,100,,,,,,,,,,,,43,43,,42.62410023,-86.15442073,https://echo.epa.gov/detailed-facility-report?fid=MI0040030&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040065,RIVERSIDE ESTATES,218,,,,,,,,,,,,87,87,,41.85461564,-86.36748108,https://echo.epa.gov/detailed-facility-report?fid=MI0040065&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005710,RIVERVIEW,"12,486",7,8,7,23,20,65,84,1,38,123,34.6%,"3,716","3,839",2024,42.17139423,-83.19108868,https://echo.epa.gov/detailed-facility-report?fid=MI0005710&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0040191,RIVERVIEW ESTATES,90,,,,,,,,,,,,36,36,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0040288,RIVERVIEW MOBILE VILLAGE,392,,,,,,,,,,,,142,142,,43.18958626,-85.68316827,https://echo.epa.gov/detailed-facility-report?fid=MI0040288&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005712,RIVERWALK DEVELOPMENT,137,,,,,,,,,,,,65,65,,42.67166224,-85.99099351,https://echo.epa.gov/detailed-facility-report?fid=MI0005712&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005720,ROCHESTER,"7,130",18,10,6,7,5,46,,9,4,13,78.0%,"2,468","2,481",,42.68289274,-83.13388892,https://echo.epa.gov/detailed-facility-report?fid=MI0005720&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0005723,ROCHESTER EAST,"5,500",,,,,,,,,,,,"1,747","1,747",,42.69017268,-83.10693761,https://echo.epa.gov/detailed-facility-report?fid=MI0005723&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000325,ROCHESTER HILLS,"74,000",,,,,,,,,,,,"23,882","23,882",,42.66462887,-83.15770665,https://echo.epa.gov/detailed-facility-report?fid=MI0000325&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005730,ROCKFORD,"7,160",,,42,47,67,156,44,357,,401,28.0%,"2,174","2,575",,43.12375207,-85.55772765,https://echo.epa.gov/detailed-facility-report?fid=MI0005730&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005740,ROCKLAND TOWNSHIP,350,,,,,,,15,45,3,63,0%,76,142,,46.73919203,-89.18146916,https://echo.epa.gov/detailed-facility-report?fid=MI0005740&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005750,ROCKWOOD,"3,289",,,,,,,,,86,86,0%,997,"1,083",,42.07067616,-83.24661634,https://echo.epa.gov/detailed-facility-report?fid=MI0005750&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005770,"ROGERS CITY, CITY OF","2,827",,,,,,,,,,,,"1,495","1,495",,45.41912452,-83.81887124,https://echo.epa.gov/detailed-facility-report?fid=MI0005770&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005775,ROLLING MEADOWS WATER ASSN.,76,,,,,,,,,,,,31,31,,44.7623124,-85.7035664,https://echo.epa.gov/detailed-facility-report?fid=MI0005775&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005780,"ROMEO, VILLAGE OF","3,750",,,,,,,,,551,551,0%,"1,024","1,575",,42.80642834,-83.01411142,https://echo.epa.gov/detailed-facility-report?fid=MI0005780&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005785,ROMULUS,"23,989",3,11,8,11,14,47,43,14,"5,533","5,590",0.8%,"2,853","8,443",2017,42.22539532,-83.36991421,https://echo.epa.gov/detailed-facility-report?fid=MI0005785&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005800,ROOSEVELT PARK,"3,831",7,5,39,23,35,109,224,107,,331,24.8%,"1,080","1,411",,43.19815556,-86.27335155,https://echo.epa.gov/detailed-facility-report?fid=MI0005800&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005810,"ROSCOMMON, VILLAGE OF","1,075",3,5,4,7,5,24,,57,393,450,5.1%,27,477,,44.49373756,-84.59218732,https://echo.epa.gov/detailed-facility-report?fid=MI0005810&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005815,"ROSE CITY, CITY OF",180,,,,,,,,,,,,66,66,,44.42113452,-84.11615741,https://echo.epa.gov/detailed-facility-report?fid=MI0005815&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005816,ROSE HILL CENTER,70,,,,,,,,,,,,3,3,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0005823,ROSEBUSH ESTATES APARTMENTS,30,,,,,,,,,,,,1,1,2025,43.69673545,-84.76870046,https://echo.epa.gov/detailed-facility-report?fid=MI0005823&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005824,ROSEBUSH MANOR,25,,,,,,,,,,,,1,1,,43.69866492,-84.76946877,https://echo.epa.gov/detailed-facility-report?fid=MI0005824&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005821,ROSEVILLE APARTMENTS,32,,,,,,,,,,,,4,4,,43.59094226,-85.25682205,https://echo.epa.gov/detailed-facility-report?fid=MI0005821&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005820,"ROSEVILLE, CITY OF","47,299",3,3,4,8,28,46,108,127,983,"1,218",3.6%,"17,285","18,503",,42.51169859,-82.93503697,https://echo.epa.gov/detailed-facility-report?fid=MI0005820&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0040307,ROUND LAKE ESTATES,30,,,,,,,,,,,,108,108,,41.9635542,-84.28118972,https://echo.epa.gov/detailed-facility-report?fid=MI0040307&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040255,ROYAL ESTATES,380,,,,,,,,,,,,183,183,,42.38326479,-85.67608881,https://echo.epa.gov/detailed-facility-report?fid=MI0040255&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005840,ROYAL OAK TOWNSHIP,"1,864",2,1,16,9,5,33,7,3,97,107,23.6%,659,766,2020,42.44997409,-83.16220964,https://echo.epa.gov/detailed-facility-report?fid=MI0005840&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0005830,"ROYAL OAK, CITY OF","57,236",225,192,266,267,221,1171,879,723,766,"2,368",33.1%,"21,247","23,615",2019,42.50894068,-83.15439366,https://echo.epa.gov/detailed-facility-report?fid=MI0005830&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0005841,ROYAL VIEW RETIREMENT VILLAGE,80,,,,,,,,,,,,1,1,,43.56429288,-85.27102816,https://echo.epa.gov/detailed-facility-report?fid=MI0005841&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005844,RUDYARD TOWNSHIP,250,,,,,,,,,,,,192,192,,46.23030095,-84.59633097,https://echo.epa.gov/detailed-facility-report?fid=MI0005844&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040345,RUMBAUGH ESTATES LLC,125,,,,,,,,,7,7,0%,51,58,,43.65171548,-84.17463055,https://echo.epa.gov/detailed-facility-report?fid=MI0040345&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0040495,RUSH LAKE MHP/CAMPGROUND,41,,,,,,,,,,,,20,20,,42.24153121,-86.2100781,https://echo.epa.gov/detailed-facility-report?fid=MI0040495&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040104,RUSTIC ACRES PARK,108,,,,,,,,,,,,69,69,,41.7774415,-85.82259102,https://echo.epa.gov/detailed-facility-report?fid=MI0040104&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005849,SADDLE RIDGE CONDO ASSOC.,156,,,,,,,,,,,,230,230,,43.1687394,-85.61309312,https://echo.epa.gov/detailed-facility-report?fid=MI0005849&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005860,SAGINAW CHARTER TOWNSHIP,"40,840",,,,,,,,,,,,"15,271","15,271",,43.44749798,-84.00878496,https://echo.epa.gov/detailed-facility-report?fid=MI0005860&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005850,"SAGINAW, CITY OF","44,058",713,1143,931,1133,1020,4940,"6,317",,736,"7,053",41.2%,"19,769","26,822",,43.41990829,-83.96700714,https://echo.epa.gov/detailed-facility-report?fid=MI0005850&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0005880,SAGINAWMIDLAND WATER SUPPLY,,,,,,,,,,,,,,,,,,,No service lines; wholesale only,No service lines; wholesale only
MI0005900,SALINE,"9,158",,,1,1,,2,43,,"1,468","1,511",0.1%,"1,629","3,140",,42.17956743,-83.77193186,https://echo.epa.gov/detailed-facility-report?fid=MI0005900&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005901,SALINE VALLEY FARMS,375,,,,,,,,,,,,156,156,,42.1303033,-83.76860241,https://echo.epa.gov/detailed-facility-report?fid=MI0005901&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005903,SAND BEACH TOWNSHIP,475,,,,,,,,,,,,207,207,,43.75894474,-82.77001504,https://echo.epa.gov/detailed-facility-report?fid=MI0005903&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005907,SAND LAKE,360,,,,,,,,,,,,227,227,,43.29106748,-85.51469546,https://echo.epa.gov/detailed-facility-report?fid=MI0005907&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040592,SANDHILL ESTATES,75,,,,,,,,,,,,50,50,,43.06136234,-83.18128541,https://echo.epa.gov/detailed-facility-report?fid=MI0040592&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005905,SANDHILL MANOR,148,,,,,,,,,,,,12,12,,44.2954474,-84.69817928,https://echo.epa.gov/detailed-facility-report?fid=MI0005905&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040447,SANDPIPER ESTATES,215,,,,,,,,,,,,93,93,,43.23639558,-82.52664961,https://echo.epa.gov/detailed-facility-report?fid=MI0040447&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005920,"SANDUSKY, CITY OF","2,679",,,2,4,,6,,,,,100.0%,"1,043","1,043",,43.42087205,-82.83149463,https://echo.epa.gov/detailed-facility-report?fid=MI0005920&sys=SDWIS,100% replaced,100% replaced
MI0005911,SANDY PINES,157,,,,,,,,,,,,54,54,2022,42.68859808,-85.80860689,https://echo.epa.gov/detailed-facility-report?fid=MI0005911&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005925,SANILAC TOWNSHIP,674,,,,,,,,,,,,523,523,,43.41760536,-82.57042298,https://echo.epa.gov/detailed-facility-report?fid=MI0005925&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040013,SAPPHIRE ESTATES MOBILE HOME PARK,138,,,,,,,,,,,,55,55,,42.69834596,-85.83663201,https://echo.epa.gov/detailed-facility-report?fid=MI0040013&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005930,SARANAC,"1,343",,,,,,,,,143,143,0%,343,486,,42.92752027,-85.20768911,https://echo.epa.gov/detailed-facility-report?fid=MI0005930&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0040575,SASHABAW MEADOWS MHP,"1,278",,,,,,,,,,,,100,100,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0005950,SAULT STE MARIE,"14,689",3,2,7,14,10,36,199,186,,385,8.6%,"4,880","5,265",,46.47862042,-84.37694434,https://echo.epa.gov/detailed-facility-report?fid=MI0005950&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005970,SCHOOLCRAFT,"1,587",1,5,3,21,37,67,121,194,,315,17.5%,331,646,,42.11619101,-85.63475781,https://echo.epa.gov/detailed-facility-report?fid=MI0005970&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005977,SCIO TOWNSHIP,"8,500",,,,,,,,,,,,"2,675","2,675",,42.28475508,-83.83490106,https://echo.epa.gov/detailed-facility-report?fid=MI0005977&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005980,"SCOTTVILLE, CITY OF","1,536",,8,10,3,40,61,28,84,9,121,33.5%,466,587,,43.95516439,-86.27866383,https://echo.epa.gov/detailed-facility-report?fid=MI0005980&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0005990,SEBEWAING LIGHT & WATER,"1,721",,,,,,,,,,,,980,980,,43.7328757,-83.44272519,https://echo.epa.gov/detailed-facility-report?fid=MI0005990&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040168,SECORD LAKE MHP,43,,,,,,,,,,,,48,48,,44.06271658,-84.34490597,https://echo.epa.gov/detailed-facility-report?fid=MI0040168&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040024,SELKIRK LAKE MOBILE HOME PARK,62,,,,,,,,,,,,24,24,,,,," Inventory completed, no lead lines identified ",No lead lines
